"hashtag_id","hashtag_name","country","rank","video_views","publish_count","industry_value","crawl_date","crawl_time"
"89325860","subsidi","Malaysia",23,19034820,553,"Home Improvement","2025-10-07","10:09:20"
"1671421854177281","unipurple","Malaysia",24,16445749,1155,"Education","2025-10-07","10:09:20"
"7538931","gsf","Malaysia",25,110448381,12723,"Vehicle & Transportation","2025-10-07","10:09:20"
"9151440","unimap","Malaysia",26,6606443,681,"Education","2025-10-07","10:09:20"
"7373619952990814226","budimadani","Malaysia",27,8838733,568,"","2025-10-07","10:09:20"
"7545781839856664598","sumudfloatilla","Malaysia",28,48898176,7777,"","2025-10-07","10:09:20"
"708782","tvk","Malaysia",29,11096281,1107,"News & Entertainment","2025-10-07","10:09:20"
"75911316","flins","Malaysia",30,3806142,706,"Games","2025-10-07","10:09:20"
"266674","wakemeupwhenseptemberends","Malaysia",31,1262184,258,"","2025-10-07","10:09:20"
"1597432659219461","degreelife","Malaysia",32,6636534,943,"","2025-10-07","10:09:20"
"898392","hellooctober","Malaysia",33,1004873,554,"","2025-10-07","10:09:20"
"2103","greenday","Malaysia",34,1851515,249,"News & Entertainment","2025-10-07","10:09:20"
"38779","parody","Malaysia",35,20935772,472,"","2025-10-07","10:09:20"
"15035528","animasi","Malaysia",36,23291674,312,"Games","2025-10-07","10:09:20"
"65417244","setel","Malaysia",37,3469358,448,"","2025-10-07","10:09:20"
"7542703493946343431","globalsumudflotillamalaysia","Malaysia",38,43247593,6943,"","2025-10-07","10:09:20"
"223739","parkjimin","Malaysia",39,2036222,674,"News & Entertainment","2025-10-07","10:09:20"
"24069","welcome","Malaysia",40,1285384,596,"","2025-10-07","10:09:20"
"1615356513556482","unisza","Malaysia",41,3812908,615,"Education","2025-10-07","10:09:20"
"6268874","petrol","Malaysia",42,7677004,321,"Vehicle & Transportation","2025-10-07","10:09:20"
"41678957","uthm","Malaysia",43,4465022,874,"Education","2025-10-07","10:09:20"
"1606487767676929","uitmjengka","Malaysia",44,4628929,443,"Education","2025-10-07","10:09:20"
"7060933642012344367","fypシ゚viral?tiktok","Malaysia",45,3028890,978,"","2025-10-07","10:09:20"
"32962826","happydashain","Malaysia",46,3699327,1007,"","2025-10-07","10:09:20"
"9820961","30","Malaysia",47,635145,347,"","2025-10-07","10:09:20"
"1686428385702913","umpsa","Malaysia",48,4447446,390,"Education","2025-10-07","10:09:20"
"1665313117051906","uitmseriiskandar","Malaysia",49,3947940,570,"Education","2025-10-07","10:09:20"
"1629793011746818","misikemanusiaan","Malaysia",50,45822127,2874,"","2025-10-07","10:09:20"
"6881529","budi","Malaysia",51,1514875,297,"","2025-10-07","10:09:20"
"1698865610669058","uitmcpp","Malaysia",52,4114327,353,"Education","2025-10-07","10:09:20"
"1590075130127361","unimapmantap","Malaysia",53,2276080,321,"Education","2025-10-07","10:09:20"
"15865707","30september","Malaysia",54,607935,153,"","2025-10-07","10:09:20"
"1608519082755074","uniszapastitahu","Malaysia",55,1811859,424,"Education","2025-10-07","10:09:20"
"76342564","faktaunik","Malaysia",56,70090415,97,"Education","2025-10-07","10:09:20"
"112892","dior","Malaysia",57,6997956,645,"Apparel & Accessories","2025-10-07","10:09:20"
"31442225","1oktober","Malaysia",58,1870723,165,"","2025-10-07","10:09:20"
"239366","maw","Malaysia",59,3029608,639,"","2025-10-07","10:09:20"
"899060","septemberends","Malaysia",60,101564,181,"","2025-10-07","10:09:20"
"3110686","malaysianboy","Malaysia",61,3048930,594,"","2025-10-07","10:09:20"
"20791","goodbye","Malaysia",62,832920,278,"","2025-10-07","10:09:20"
"55924","mara","Malaysia",63,2349038,491,"","2025-10-07","10:09:20"
"7147367747532537883","skintificcushion","Malaysia",64,1089170,751,"Beauty & Personal Care","2025-10-07","10:09:20"
"79797925","fashionaccessories","Malaysia",65,666714,686,"Apparel & Accessories","2025-10-07","10:09:20"
"1633668293584898","xiaomimalaysia","Malaysia",66,19829565,202,"Tech & Electronics","2025-10-07","10:09:20"
"8063791","sikat","Malaysia",67,4243913,207,"","2025-10-07","10:09:20"
"7284771316291338258","aclelite","Malaysia",68,1068453,149,"Sports & Outdoor","2025-10-07","10:09:20"
"931317","parisfashionweek","Malaysia",69,10195848,372,"Apparel & Accessories","2025-10-07","10:09:20"
"7053133623083401242","subsidiminyak","Malaysia",70,2779564,141,"","2025-10-07","10:09:20"
"1606375327199234","uitmsi","Malaysia",71,2055240,375,"Education","2025-10-07","10:09:20"
"70471751","spnb","Malaysia",72,1944437,668,"Home Improvement","2025-10-07","10:09:20"
"7518218097895931920","shopeelagicepat","Malaysia",73,16908775,1494,"","2025-10-07","10:09:20"
"525669","mms","Malaysia",74,3969679,140,"","2025-10-07","10:09:20"
"7013583521570619418","mhsutem","Malaysia",75,4936935,387,"Education","2025-10-07","10:09:20"
"1678405872545793","minyaksubsidi","Malaysia",76,4150138,86,"","2025-10-07","10:09:20"
"66074","mhs","Malaysia",77,2791540,410,"","2025-10-07","10:09:20"
"7511453613210730501","bonappetiteyourmajesty","Malaysia",78,1566503,245,"News & Entertainment","2025-10-07","10:09:20"
"206378","libra","Malaysia",79,1495401,359,"News & Entertainment","2025-10-07","10:09:20"
"7529508251105230849","northernfestivalofspeed","Malaysia",80,14131471,742,"Vehicle & Transportation","2025-10-07","10:09:20"
"7308884579811590176","oktober2025","Malaysia",81,520290,482,"","2025-10-07","10:09:20"
"7420461571689676817","30092025","Malaysia",82,106366,119,"","2025-10-07","10:09:20"
"28492","donaldtrump","Malaysia",83,15643089,280,"News & Entertainment","2025-10-07","10:09:20"
"42506384","ceritapendek","Malaysia",84,8806990,105,"","2025-10-07","10:09:20"
"890852","endofseptember","Malaysia",85,57444,132,"","2025-10-07","10:09:20"
"29052863","orientasi","Malaysia",86,2349931,146,"Education","2025-10-07","10:09:20"
"19860012","takbir","Malaysia",87,1960015,599,"","2025-10-07","10:09:20"
"7546758539092426768","sumudflotilanusantara","Malaysia",88,8452675,2084,"","2025-10-07","10:09:20"
"34587652","octobermood","Malaysia",89,234304,475,"","2025-10-07","10:09:20"
"939745","pfw","Malaysia",90,7744610,322,"Apparel & Accessories","2025-10-07","10:09:20"
"7421709726309679110","30september2025","Malaysia",91,342015,97,"","2025-10-07","10:09:20"
"7123924459676762139","unipepel","Malaysia",92,2690988,261,"Education","2025-10-07","10:09:20"
"7552312692178944020","satupermulaanseribuimpian","Malaysia",93,1889294,214,"Education","2025-10-07","10:09:20"
"7549122492338536455","sumudflotillanusantara🇲🇾🇸🇩","Malaysia",94,6848826,4583,"","2025-10-07","10:09:20"
"7147545380115677210","coretanmds","Malaysia",95,3684894,283,"Education","2025-10-07","10:09:20"
"1420565","jiminbts","Malaysia",96,575182,204,"News & Entertainment","2025-10-07","10:09:20"
"1605029346920454","uniselawesome","Malaysia",97,932607,210,"Education","2025-10-07","10:09:20"
"18785365","saraswati","Malaysia",98,1297840,149,"","2025-10-07","10:09:20"
"633673","oktoberfest","Malaysia",99,1521267,170,"","2025-10-07","10:09:20"
"1596460838140934","karur","Malaysia",100,2714393,126,"","2025-10-07","10:09:20"
